,0
0,1.6660326719284058
1,0.4932454824447632
2,1.7325202226638794
3,1.8291467428207397
4,0.4540421664714813
5,1.9540618658065796
6,1.7650330066680908
7,0.49340763688087463
8,1.5763834714889526
9,0.47611868381500244
10,1.9664227962493896
11,0.46882739663124084
12,0.318295419216156
13,1.601218819618225
14,0.45291489362716675
15,0.46957969665527344
16,0.4493407607078552
17,0.4766358435153961
18,1.843178391456604
19,0.5927169919013977
20,3.8829002380371094
21,1.6814675331115723
22,0.5607720613479614
23,1.9331722259521484
24,0.521533727645874
25,1.5317577123641968
26,0.5826079845428467
27,0.5142589211463928
28,0.4913233518600464
29,0.47015053033828735
30,1.7792270183563232
31,1.3385249376296997
32,0.5754562020301819
33,0.5071437954902649
34,3.4234871864318848
35,0.47130337357521057
36,0.45499271154403687
37,0.5300080180168152
38,0.45632776618003845
39,1.734571099281311
40,1.793789029121399
41,0.3620227873325348
42,0.5453768372535706
43,4.11085319519043
44,1.499629259109497
45,0.44226109981536865
46,0.4061731696128845
47,0.47114336490631104
48,0.47706881165504456
49,0.4645437002182007
50,2.686009407043457
51,1.4814163446426392
52,0.5076300501823425
53,0.37930580973625183
54,0.5061623454093933
55,3.6896934509277344
56,1.7623875141143799
57,2.728769302368164
58,1.719875454902649
59,0.34368452429771423
60,2.022639513015747
61,0.4590051770210266
62,0.5485237836837769
63,2.6550815105438232
64,0.47281888127326965
65,1.5063756704330444
66,0.3850477337837219
67,2.0298285484313965
68,2.8718314170837402
69,0.5368483662605286
70,1.6679068803787231
71,4.438536167144775
72,2.1598222255706787
73,0.5479300618171692
74,1.5426044464111328
75,0.44184860587120056
76,0.5372363924980164
77,0.46686720848083496
78,0.3606334328651428
79,1.6634938716888428
80,1.3467683792114258
81,0.48677510023117065
82,0.4076177775859833
83,0.4916394352912903
84,0.4893682301044464
85,1.6908984184265137
86,1.4262962341308594
87,0.47009721398353577
88,1.5183264017105103
89,0.4721440374851227
90,1.9721952676773071
91,0.42299357056617737
92,1.2864974737167358
93,0.5381457805633545
94,1.891537070274353
95,1.8877129554748535
96,0.5166019201278687
97,0.5439345836639404
98,1.7973110675811768
99,0.45393073558807373
100,1.7111791372299194
101,1.4947619438171387
102,1.6088371276855469
103,1.2952605485916138
104,1.355086326599121
105,2.185635566711426
106,1.4853630065917969
107,0.4923947751522064
108,0.46571189165115356
109,1.4866434335708618
110,1.149946689605713
111,1.4259899854660034
112,0.5301966071128845
113,1.4621411561965942
114,1.850290298461914
115,2.2662296295166016
116,1.3640493154525757
117,0.5538262724876404
118,0.554764986038208
119,0.478872150182724
120,0.3027481734752655
121,1.520949363708496
122,7.066254615783691
123,1.3579494953155518
124,2.8790018558502197
125,0.3647080361843109
126,0.46983951330184937
127,0.4607551097869873
128,0.5249491930007935
129,0.46292799711227417
130,1.6991204023361206
131,0.44982317090034485
132,0.5447608828544617
133,0.3590729832649231
134,0.3615497648715973
135,1.1477808952331543
136,1.7303463220596313
137,0.41786009073257446
138,0.32754310965538025
139,0.4544869363307953
140,0.34703677892684937
141,0.4053311049938202
142,0.4846026599407196
143,0.3865683078765869
144,0.47419077157974243
145,0.474786639213562
146,0.5280147790908813
147,0.4472399055957794
148,1.8633986711502075
149,0.5054609179496765
150,0.33032530546188354
151,0.521485447883606
152,1.4229191541671753
153,0.5230370163917542
154,1.4779367446899414
155,1.7049511671066284
156,2.1498405933380127
157,1.5180021524429321
158,0.5734928250312805
159,0.46631214022636414
160,0.40550756454467773
161,0.413377046585083
162,0.5322224497795105
163,0.455466628074646
164,0.4544815123081207
165,0.4243915379047394
166,1.5756064653396606
167,0.4135996997356415
168,0.43370258808135986
169,2.0698022842407227
170,0.375342458486557
171,0.39980408549308777
172,1.2378352880477905
173,1.4265719652175903
174,1.4162871837615967
175,1.9072279930114746
176,0.49266910552978516
177,1.3919448852539062
178,1.0630913972854614
179,2.579633951187134
180,0.4523179531097412
181,1.4003651142120361
182,1.310570478439331
183,1.2829365730285645
184,1.3286705017089844
185,1.6490386724472046
186,0.4843117594718933
187,1.333335041999817
188,1.9307746887207031
189,0.4726797640323639
190,1.3554273843765259
191,1.2979522943496704
192,0.34329622983932495
193,0.4014365077018738
194,1.269147515296936
195,0.49335768818855286
196,0.5352789163589478
197,0.3280944526195526
198,0.37732839584350586
199,0.9691771864891052
200,0.47419899702072144
201,0.41172680258750916
202,0.4431762993335724
203,0.3913653790950775
204,0.4231480658054352
205,0.4853932559490204
206,0.29841551184654236
207,1.104110836982727
208,0.41257306933403015
209,0.9941086173057556
210,0.5026573538780212
211,1.6518489122390747
212,0.4429197609424591
213,0.4466683268547058
214,1.1581223011016846
215,0.40990695357322693
216,1.1458145380020142
217,1.2423272132873535
218,1.0878087282180786
219,1.0368685722351074
220,0.4322933554649353
221,0.4483688473701477
222,0.4403972029685974
223,0.4925592839717865
224,1.8357367515563965
225,0.40183281898498535
226,1.0096369981765747
227,0.47011861205101013
228,0.8324785828590393
229,0.9417843222618103
230,1.4492963552474976
231,0.4461844861507416
232,0.5189001560211182
233,0.49748584628105164
234,0.33102595806121826
235,0.9427366852760315
236,0.4666961133480072
237,0.4495910704135895
238,0.42472973465919495
239,0.5061990022659302
240,0.5279093980789185
241,0.4636608064174652
242,0.7469301223754883
243,0.43292558193206787
244,0.8275501132011414
245,0.8450086116790771
246,0.6164354085922241
247,1.0935654640197754
248,0.41086041927337646
249,0.3827767074108124
250,0.48307299613952637
251,1.2276132106781006
252,0.4719594120979309
253,0.42194563150405884
254,0.8312793374061584
255,0.4481337368488312
256,0.46410003304481506
257,0.8153522610664368
258,0.7659963369369507
259,0.9642341136932373
260,0.5014979839324951
261,0.5783750414848328
262,0.3586215078830719
263,2.2708168029785156
264,0.45393601059913635
265,0.47026264667510986
266,0.3802250027656555
267,0.5088574886322021
268,0.7377357482910156
269,0.45289334654808044
270,0.40747448801994324
271,0.6508337259292603
272,0.34430259466171265
273,0.45857641100883484
274,0.715468168258667
275,0.49019521474838257
276,0.4973372220993042
277,1.0586962699890137
278,0.6815846562385559
279,0.37794002890586853
280,0.6496017575263977
281,0.4363424479961395
282,0.8567265272140503
283,0.4135923683643341
284,0.3722764849662781
285,1.4065309762954712
286,4.1955885887146
287,0.48061397671699524
288,0.42793965339660645
289,0.4780691862106323
290,0.6250845789909363
291,0.6318069696426392
292,0.4750273525714874
293,0.5435613989830017
294,0.5195386409759521
295,0.8092623949050903
296,0.33533480763435364
297,0.48220378160476685
298,0.43086057901382446
299,1.1208771467208862
300,0.5604488849639893
301,0.44945529103279114
302,0.5136052966117859
303,0.4379625618457794
304,0.8664388060569763
305,0.5288312435150146
306,0.7120638489723206
307,0.4402224123477936
308,0.41493669152259827
309,0.3209257423877716
310,0.594367504119873
311,0.555709183216095
312,0.26291534304618835
313,0.9378429651260376
314,0.5278428196907043
315,0.6484281420707703
316,0.45677652955055237
317,0.4337233603000641
318,0.48821279406547546
319,0.4366452097892761
320,0.4971330463886261
321,0.49074557423591614
322,0.5357044339179993
323,0.4539524018764496
324,0.5105453133583069
325,0.7216868996620178
326,0.4398128390312195
327,0.47209179401397705
328,0.48840877413749695
329,0.5619907379150391
330,0.5959389805793762
331,0.7252240777015686
332,0.41023173928260803
333,0.6023581624031067
334,0.48854637145996094
335,0.6349152326583862
336,0.5416221022605896
337,0.5002110004425049
338,0.5411544442176819
339,0.6545133590698242
340,0.5632714033126831
341,0.6239054203033447
342,0.5802927017211914
343,0.48836416006088257
344,0.48369503021240234
345,0.33625251054763794
346,0.318363755941391
347,0.9151251316070557
348,0.6906636953353882
349,0.35571590065956116
350,0.5644025802612305
351,0.43297258019447327
352,0.5950958132743835
353,0.2754358947277069
354,0.7462894320487976
355,0.6720306873321533
356,0.7895967960357666
357,2.051565170288086
358,0.47278136014938354
359,0.5339005589485168
360,0.4957054853439331
361,0.43618130683898926
362,0.6177455186843872
363,0.38742226362228394
364,0.4934927821159363
365,0.4635448455810547
366,0.45479217171669006
367,0.5593370199203491
368,0.45276200771331787
369,0.6652284860610962
370,0.44974851608276367
371,0.756386399269104
372,0.5884652137756348
373,0.5807623863220215
374,0.5909894704818726
375,0.8021438717842102
376,0.4829111695289612
377,0.5718652009963989
378,0.48143136501312256
379,0.44053152203559875
380,0.3797396719455719
381,0.4376974105834961
382,0.373557984828949
383,0.4453321099281311
384,0.5441520810127258
385,0.5525838732719421
386,0.7251449227333069
387,0.5062554478645325
388,0.5716331601142883
389,0.619268000125885
390,0.4699253737926483
391,0.5020018815994263
392,0.4281845986843109
393,0.6218737363815308
394,0.6505383849143982
395,0.42417511343955994
396,0.49152785539627075
397,0.4989088475704193
398,0.531521737575531
399,0.5838032960891724
400,0.6123850345611572
401,0.4902835190296173
402,0.6077698469161987
403,0.44609498977661133
404,0.47093769907951355
405,0.49714967608451843
406,0.45022711157798767
407,0.5335960388183594
408,0.5986820459365845
409,0.4534575045108795
410,0.39390209317207336
411,0.4603910446166992
412,0.6870279908180237
413,0.4693276882171631
414,0.5481939911842346
415,0.42162710428237915
416,0.4269970655441284
417,0.40222498774528503
418,0.5521125197410583
419,0.42829155921936035
420,0.41723284125328064
421,0.5056413412094116
422,0.36878645420074463
423,0.43826529383659363
424,0.3952942490577698
425,0.4811285138130188
426,0.4888610541820526
427,0.5986153483390808
428,0.46543627977371216
429,0.47430750727653503
430,0.4510135352611542
431,0.43010905385017395
432,0.6341160535812378
433,0.5699817538261414
434,0.5871255397796631
435,0.653516411781311
436,0.33577898144721985
437,0.43498602509498596
438,0.5835110545158386
439,0.7893580794334412
440,0.5454787015914917
441,0.4622149169445038
442,0.5372418761253357
443,0.4704912602901459
444,0.38193899393081665
445,0.5839790105819702
446,0.4842694103717804
447,0.6445253491401672
448,0.45671483874320984
449,0.5138940811157227
450,0.41607865691185
451,0.44991335272789
452,0.5018399357795715
453,0.3010408282279968
454,0.37360677123069763
455,0.400332510471344
456,0.43486109375953674
457,0.1984778195619583
458,0.2754499912261963
459,0.4938572943210602
460,0.557288646697998
461,0.45286276936531067
462,0.529717743396759
463,0.5236177444458008
464,0.4333321154117584
465,0.5934738516807556
466,0.6151373386383057
467,0.4985447824001312
468,0.38450688123703003
469,0.5752921104431152
470,0.4134795069694519
471,0.5680630207061768
472,0.40198710560798645
473,0.38820385932922363
474,0.4234991669654846
475,0.5397117137908936
476,0.53125
477,0.5433682799339294
478,0.38955098390579224
479,0.41606006026268005
480,0.5565782189369202
481,0.568288266658783
482,0.7302301526069641
483,0.4829923212528229
484,0.4612046480178833
485,0.43709439039230347
486,0.5476194620132446
487,0.43029922246932983
488,0.5746467113494873
489,0.6354548335075378
490,0.6210196018218994
491,0.4627576768398285
492,0.5069221258163452
493,0.679273247718811
494,0.4581233561038971
495,0.26500874757766724
496,0.5158282518386841
497,0.5878574848175049
498,0.33397170901298523
499,0.4320860207080841
500,0.42626383900642395
501,0.4674812853336334
502,0.621659517288208
503,0.5790973901748657
504,0.5518097877502441
505,0.4607715308666229
506,0.5842928886413574
507,0.37347033619880676
508,0.4514153301715851
509,0.2803639769554138
510,0.5038597583770752
511,0.5041753053665161
512,0.5107147693634033
513,0.38736775517463684
514,0.5038183927536011
515,0.4661797285079956
516,0.6161658763885498
517,0.5826298594474792
518,0.6622240543365479
