System ID,MSE,MAE,R2 Score
200,0.017318288700656513,0.10433885559439657,0.9116803386452781
300,0.02393630820285638,0.11525063730776311,0.9035280523740241
800,0.004089185372652318,0.0492030636034906,0.9938031758168315
449,0.0024863713636400437,0.041600770950317376,0.9451275018343623
